"ATG","BrOr1","BrOr2"
"AT3G17650","BraA03g37530R","BraA01g27320R"
"AT3G17760","BraA01g27260R","BraA05g28360R"
"AT3G17790","BraA01g27240R","BraA05g28330R"
"AT3G17800","BraA03g37590R","BraA05g28320R"
"AT3G17840","BraA01g27200R","BraA05g28270R"
"AT3G17900","BraA03g37670R","BraA01g27170R"
"AT3G17910","BraA01g27160R","BraA05g28180R"
"AT3G17940","BraA01g27140R","BraA05g28150R"
"AT3G17950","BraA03g37700R","BraA01g27130R"
"AT3G18000","BraA01g27110R","BraA05g28130R"
"AT3G18010","BraA03g37730R","BraA05g28120R"
"AT3G18040","BraA03g37760R","BraA05g28050R"
"AT3G18050","BraA03g37770R","BraA05g28040R"
"AT3G18130","BraA01g27050R","BraA05g28000R"
"AT3G18160","BraA03g37780R","BraA01g27010R"
"AT3G18190","BraA01g26950R","BraA05g27870R"
"AT3G18210","BraA03g37800R","BraA05g27860R"
"AT3G18215","BraA01g26930R","BraA05g27850R"
"AT3G18220","BraA01g26910R","BraA05g27840R"
"AT3G18230","BraA01g26900R","BraA05g27830R"
"AT3G18260","BraA03g37820R","BraA01g26880R"
"AT3G18290","BraA01g26850R","BraA05g27760R"
"AT3G18380","BraA01g26820R","BraA05g27700R"
"AT3G18390","BraA03g37850R","BraA01g26810R"
"AT3G18420","BraA01g26760R","BraA05g27630R"
"AT3G18480","BraA01g26740R","BraA05g27610R"
"AT3G18524","BraA03g37900R","BraA01g26700R"
"AT3G18550","BraA03g37910R","BraA01g26690R"
"AT3G18560","BraA01g26680R","BraA05g27500R"
"AT3G18570","BraA03g37920R","BraA01g26670R"
"AT3G18580","BraA01g26660R","BraA05g27490R"
"AT3G18590","BraA03g37930R","BraA05g27480R"
"AT3G18660","BraA01g26600R","BraA05g27410R"
"AT3G18680","BraA03g37970R","BraA05g27380R"
"AT3G18830","BraA03g38070R","BraA01g26420R"
"AT3G18860","BraA03g38080R","BraA05g27060R"
"AT3G18940","BraA03g38090R","BraA05g27010R"
"AT3G18990","BraA03g38100R","BraA01g26350R"
"AT3G19010","BraA03g38130R","BraA05g26940R"
"AT3G19090","BraA03g38220R","BraA05g26890R"
"AT3G19160","BraA03g38280R","BraA01g26270R"
"AT3G19170","BraA03g38290R","BraA01g26260R"
"AT3G19310","BraA01g26200R","BraA05g26640R"
"AT3G19360","BraA03g38380R","BraA01g26180R"
"AT3G19380","BraA01g26170R","BraA05g26580R"
"AT3G19390","BraA01g26150R","BraA05g26570R"
"AT3G19420","BraA01g26140R","BraA05g26530R"
"AT3G19440","BraA01g26510R","BraA05g26470R"
"AT3G19500","BraA01g26100R","BraA05g26430R"
"AT3G19510","BraA01g26090R","BraA05g26420R"
"AT3G19553","BraA01g26030R","BraA05g26370R"
"AT3G19600","BraA03g38480R","BraA05g26280R"
"AT3G19615","BraA03g38500R","BraA01g25980R"
"AT3G19640","BraA01g25970R","BraA05g26220R"
"AT3G19650","BraA01g25960R","BraA05g26210R"
"AT3G19680","BraA01g25920R","BraA05g26160R"
"AT3G19710","BraA03g38550R","BraA05g26150R"
"AT3G19760","BraA03g38560R","BraA01g25850R"
"AT3G19850","BraA03g38570R","BraA01g25800R"
"AT3G19900","BraA01g25760R","BraA05g25950R"
"AT3G19960","BraA03g38650R","BraA05g25890R"
"AT3G19970","BraA03g38660R","BraA05g25870R"
"AT3G19980","BraA01g25660R","BraA05g25850R"
"AT3G19990","BraA01g25650R","BraA05g25840R"
"AT3G20020","BraA03g38680R","BraA05g25780R"
"AT3G20060","BraA01g25590R","BraA05g25750R"
"AT3G20070","BraA01g24730R","BraA05g25710R"
"AT3G20090","BraA01g25580R","BraA05g30960R"
"AT3G20190","BraA03g38730R","BraA01g25550R"
"AT3G20260","BraA03g38760R","BraA05g25410R"
"AT3G20290","BraA01g25380R","BraA05g25380R"
"AT3G20340","BraA01g25320R","BraA05g25340R"
"AT3G20390","BraA01g25290R","BraA05g25310R"
"AT3G20520","BraA03g38850R","BraA05g25150R"
"AT3G20557","BraA01g25250R","BraA05g25120R"
"AT3G20630","BraA03g38910R","BraA05g25040R"
"AT3G20650","BraA01g25200R","BraA05g25020R"
"AT3G20750","BraA03g38950R","BraA01g25150R"
"AT3G20800","BraA01g25110R","BraA05g24870R"
"AT3G20820","BraA01g25100R","BraA05g24850R"
"AT3G20840","BraA01g25070R","BraA05g24810R"
"AT3G20860","BraA01g25050R","BraA05g24790R"
"AT3G20880","BraA01g25040R","BraA05g24770R"
"AT3G20890","BraA03g39000R","BraA05g24760R"
"AT3G21100","BraA01g24910R","BraA05g24680R"
"AT3G21110","BraA03g39060R","BraA01g24900R"
"AT3G21160","BraA03g39110R","BraA05g24580R"
"AT3G21175","BraA01g24860R","BraA05g24570R"
"AT3G21190","BraA01g24840R","BraA05g24550R"
"AT3G21200","BraA01g24830R","BraA05g24540R"
"AT3G21220","BraA03g39130R","BraA01g24800R"
"AT3G21250","BraA01g24780R","BraA05g24460R"
"AT3G21260","BraA01g24770R","BraA05g24450R"
"AT3G21330","BraA03g39180R","BraA05g24360R"
"AT3G21340","BraA03g39190R","BraA05g24350R"
"AT3G21420","BraA01g24670R","BraA05g24300R"
"AT3G21460","BraA03g39240R","BraA01g24660R"
"AT3G21520","BraA01g24570R","BraA05g24240R"
"AT3G21550","BraA01g24560R","BraA05g24230R"
"AT3G21560","BraA01g24540R","BraA05g24220R"
"AT3G21610","BraA03g39320R","BraA05g24180R"
"AT3G21650","BraA03g39340R","BraA05g24160R"
"AT3G21670","BraA01g24480R","BraA05g24150R"
"AT3G21680","BraA03g39350R","BraA01g24470R"
"AT3G21720","BraA03g39390R","BraA05g24090R"
"AT3G21740","BraA03g39410R","BraA05g24060R"
"AT3G21790","BraA03g39430R","BraA01g24400R"
"AT3G21865","BraA03g39440R","BraA01g24380R"
"AT3G22104","BraA01g24290R","BraA05g23740R"
"AT3G22160","BraA01g24270R","BraA05g23680R"
"AT3G22190","BraA03g39520R","BraA05g23650R"
"AT3G22250","BraA01g24180R","BraA05g23560R"
"AT3G22275","BraA03g39590R","BraA05g23480R"
"AT3G22290","BraA03g39600R","BraA05g23470R"
"AT3G22300","BraA03g39610R","BraA05g23460R"
"AT3G22310","BraA01g24140R","BraA05g23450R"
"AT3G22370","BraA03g39630R","BraA05g23430R"
"AT3G22400","BraA01g24080R","BraA05g23400R"
"AT3G22410","BraA01g24070R","BraA05g23390R"
"AT3G22420","BraA03g39660R","BraA05g23370R"
"AT3G22425","BraA01g24050R","BraA05g23350R"
"AT3G22530","BraA01g24000R","BraA05g23290R"
"AT3G22540","BraA03g39690R","BraA05g23260R"
"AT3G22560","BraA03g31510R","BraA05g23230R"
"AT3G22630","BraA01g23950R","BraA05g23190R"
"AT3G22660","BraA03g39740R","BraA01g23920R"
"AT3G22750","BraA01g23910R","BraA05g23130R"
"AT3G22760","BraA01g23900R","BraA05g23110R"
"AT3G22790","BraA01g23850R","BraA05g23090R"
"AT3G22800","BraA01g23840R","BraA05g23060R"
"AT3G22890","BraA03g39860R","BraA05g22890R"
"AT3G22960","BraA03g39910R","BraA01g23600R"
"AT3G22970","BraA03g39930R","BraA05g22850R"
"AT3G23000","BraA01g23580R","BraA05g22810R"
"AT3G23050","BraA03g39970R","BraA05g22720R"
"AT3G23090","BraA01g23450R","BraA05g22690R"
"AT3G23170","BraA03g40020R","BraA07g09840R"
"AT3G23175","BraA01g23380R","BraA07g09830R"
"AT3G23200","BraA01g23320R","BraA07g09790R"
"AT3G23210","BraA01g23310R","BraA07g09780R"
"AT3G23220","BraA01g23270R","BraA07g09770R"
"AT3G23230","BraA01g23260R","BraA07g09760R"
"AT3G23270","BraA01g23180R","BraA07g09690R"
"AT3G23290","BraA01g23130R","BraA07g09640R"
"AT3G23310","BraA01g23110R","BraA07g09620R"
"AT3G23430","BraA01g23010R","BraA07g09480R"
"AT3G23590","BraA01g22890R","BraA07g09310R"
"AT3G23600","BraA01g22840R","BraA07g09290R"
"AT3G23620","BraA01g22810R","BraA07g09270R"
"AT3G23630","BraA01g22800R","BraA07g09250R"
"AT3G23670","BraA01g22680R","BraA07g09230R"
"AT3G23690","BraA01g22670R","BraA07g09210R"
"AT3G23750","BraA01g22610R","BraA07g09140R"
"AT3G23805","BraA01g22590R","BraA07g09040R"
"AT3G23920","BraA03g40390R","BraA07g08490R"
"AT3G23940","BraA01g22330R","BraA07g08510R"
"AT3G23960","BraA04g22410R","BraA05g12910R"
"AT3G23980","BraA03g40360R","BraA07g08540R"
"AT3G24020","BraA01g22340R","BraA07g08590R"
"AT3G24090","BraA03g40270R","BraA07g08610R"
"AT3G24120","BraA03g40280R","BraA01g22400R"
"AT3G24150","BraA01g22440R","BraA07g08690R"
"AT3G24170","BraA03g40320R","BraA07g08720R"
"AT3G24180","BraA01g22850R","BraA07g09300R"
"AT3G24190","BraA01g22470R","BraA07g08740R"
"AT3G24225","BraA01g22480R","BraA07g08840R"
"AT3G24250","BraA03g40340R","BraA01g22510R"
"AT3G24300","BraA01g22320R","BraA07g08440R"
"AT3G24315","BraA03g40440R","BraA07g08410R"
"AT3G24340","BraA03g40450R","BraA07g08380R"
"AT3G24350","BraA01g22270R","BraA07g08370R"
"AT3G24520","BraA03g40590R","BraA07g08250R"
"AT3G24550","BraA01g22260R","BraA07g08210R"
"AT3G24570","BraA03g40600R","BraA07g08180R"
"AT3G24690","BraA09g25540R","BraA03g27760R"
"AT3G24800","BraA03g40700R","BraA07g10310R"
"AT3G25040","BraA03g40740R","BraA07g10450R"
"AT3G25585","BraA02g37470R","BraA06g37020R"
"AT3G25590","BraA02g37450R","BraA06g37010R"
"AT3G25597","BraA09g24260R","BraA02g37440R"
"AT3G25600","BraA09g24270R","BraA06g37000R"
"AT3G25610","BraA02g37510R","BraA06g36990R"
"AT3G25620","BraA02g37520R","BraA06g36980R"
"AT3G25640","BraA02g37530R","BraA06g36970R"
"AT3G25655","BraA02g37550R","BraA06g36950R"
"AT3G25700","BraA02g37610R","BraA06g36910R"
"AT3G25710","BraA02g37620R","BraA06g36900R"
"AT3G25770","BraA09g24330R","BraA06g36880R"
"AT3G25790","BraA09g24380R","BraA06g36870R"
"AT3G25840","BraA09g24430R","BraA06g36820R"
"AT3G25855","BraA02g37660R","BraA06g36810R"
"AT3G25860","BraA09g24440R","BraA06g36800R"
"AT3G25870","BraA02g37670R","BraA06g36790R"
"AT3G25882","BraA09g24450R","BraA06g36780R"
"AT3G25890","BraA02g37690R","BraA06g36750R"
"AT3G25910","BraA09g24460R","BraA02g37740R"
"AT3G25930","BraA02g37750R","BraA06g36700R"
"AT3G26090","BraA09g24520R","BraA06g36650R"
"AT3G26120","BraA02g37840R","BraA06g36620R"
"AT3G26200","BraA02g37870R","BraA06g36560R"
"AT3G26320","BraA09g03440R","BraA02g37940R"
"AT3G26350","BraA02g37960R","BraA06g36510R"
"AT3G26360","BraA02g37970R","BraA06g36500R"
"AT3G26370","BraA09g03460R","BraA06g36490R"
"AT3G26520","BraA02g38040R","BraA06g36410R"
"AT3G26620","BraA02g38050R","BraA06g36330R"
"AT3G26650","BraA02g38060R","BraA06g36310R"
"AT3G26670","BraA02g38070R","BraA06g36300R"
"AT3G26680","BraA02g38080R","BraA06g36290R"
"AT3G26690","BraA02g38090R","BraA06g36280R"
"AT3G26750","BraA02g38140R","BraA06g36230R"
"AT3G26760","BraA02g38150R","BraA06g36220R"
"AT3G26790","BraA02g38180R","BraA06g36210R"
"AT3G26910","BraA02g38260R","BraA06g36130R"
"AT3G27025","BraA02g38360R","BraA06g36050R"
"AT3G27027","BraA02g38370R","BraA06g36040R"
"AT3G27060","BraA02g38400R","BraA06g36020R"
"AT3G27160","BraA09g03720R","BraA02g38480R"
"AT3G27190","BraA02g38500R","BraA06g35940R"
"AT3G27200","BraA02g38510R","BraA06g35920R"
"AT3G27210","BraA02g38520R","BraA06g35910R"
"AT3G27250","BraA02g38550R","BraA06g35870R"
"AT3G27260","BraA09g03750R","BraA06g35850R"
"AT3G27280","BraA09g03770R","BraA06g35840R"
"AT3G27325","BraA02g38600R","BraA06g35810R"
"AT3G27330","BraA02g38610R","BraA06g35800R"
"AT3G27340","BraA02g38620R","BraA06g35790R"
"AT3G27390","BraA02g38660R","BraA06g35750R"
"AT3G27416","BraA09g03840R","BraA02g38680R"
"AT3G27430","BraA02g38700R","BraA06g35720R"
"AT3G27520","BraA09g03870R","BraA06g35650R"
"AT3G27530","BraA02g38770R","BraA06g35630R"
"AT3G27550","BraA02g38780R","BraA06g35610R"
"AT3G27630","BraA09g03880R","BraA06g35530R"
"AT3G27640","BraA09g03890R","BraA06g35520R"
"AT3G27660","BraA09g03920R","BraA02g38810R"
"AT3G27700","BraA02g38830R","BraA06g35480R"
"AT3G27710","BraA09g03950R","BraA02g38840R"
"AT3G27740","BraA02g20150R","BraA07g32890R"
"AT3G27785","BraA02g38870R","BraA06g35470R"
"AT3G27810","BraA09g03960R","BraA06g35460R"
"AT3G27920","BraA09g03980R","BraA06g35310R"
"AT3G27930","BraA02g38910R","BraA06g35290R"
"AT3G28007","BraA02g38960R","BraA06g35190R"
"AT3G28040","BraA09g04000R","BraA06g35170R"
"AT3G28050","BraA09g04010R","BraA02g38970R"
"AT3G28100","BraA02g38980R","BraA06g35150R"
"AT3G28180","BraA09g04020R","BraA06g35120R"
"AT3G28340","BraA09g04070R","BraA06g35100R"
"AT3G28450","BraA02g39060R","BraA06g35030R"
"AT3G28480","BraA09g04110R","BraA06g35000R"
"AT3G28690","BraA09g04180R","BraA02g39120R"
"AT3G28715","BraA09g04190R","BraA02g39130R"
"AT3G28790","BraA09g04210R","BraA02g39220R"
"AT3G28900","BraA09g04250R","BraA02g39280R"
"AT3G28917","BraA09g04270R","BraA06g34650R"
"AT3G28920","BraA09g04280R","BraA06g34640R"
"AT3G28930","BraA02g39340R","BraA06g34620R"
"AT3G28960","BraA02g39380R","BraA06g34600R"
"AT3G28970","BraA02g39390R","BraA06g34590R"
"AT3G28980","BraA08g22720R","BraA09g33140R"
"AT3G29000","BraA09g04290R","BraA02g39400R"
"AT3G29020","BraA09g04300R","BraA02g39410R"
"AT3G29035","BraA09g04320R","BraA06g34540R"
"AT3G29060","BraA09g04330R","BraA02g39450R"
"AT3G29170","BraA02g39550R","BraA06g34490R"
"AT3G29270","BraA02g39590R","BraA06g34430R"
"AT3G29320","BraA02g39650R","BraA06g34360R"
"AT3G29770","BraA02g39780R","BraA06g34230R"
"AT3G29810","BraA02g39870R","BraA06g34210R"
"AT3G30460","BraA09g04540R","BraA06g34090R"
"AT3G30530","BraA02g40060R","BraA06g34080R"
"AT3G30580","BraA02g40070R","BraA06g34070R"
"AT3G30725","BraA02g40090R","BraA06g34060R"
"AT3G32930","BraA09g04560R","BraA06g34000R"
"AT3G42050","BraA08g16140R","BraA03g57710R"
"AT3G43610","BraA06g22020R","BraA06g18800R"
"AT3G43810","BraA06g22060R","BraA06g21430R"
"AT3G43860","BraA06g22090R","BraA06g21410R"
"AT3G44330","BraA06g22140R","BraA06g21090R"
"AT3G44930","BraA06g22180R","BraA06g20760R"
"AT3G44990","BraA01g14530R","BraA06g20740R"
"AT3G45190","BraA01g14730R","BraA06g20590R"
"AT3G45260","BraA01g14750R","BraA06g20530R"
"AT3G45440","BraA06g22270R","BraA06g20460R"
"AT3G45470","BraA02g13410R","BraA10g16980R"
"AT3G45650","BraA01g14810R","BraA06g20380R"
"AT3G45850","BraA01g14860R","BraA06g17090R"
"AT3G46060","BraA06g22310R","BraA06g20170R"
"AT3G46290","BraA01g14890R","BraA06g19930R"
"AT3G46510","BraA01g15020R","BraA06g19900R"
"AT3G47080","BraA06g22450R","BraA06g19330R"
"AT3G47340","BraA06g22570R","BraA06g19240R"
"AT3G47370","BraA09g07940R","BraA02g44510R"
"AT3G47400","BraA01g15350R","BraA06g19190R"
"AT3G47480","BraA06g22610R","BraA06g19100R"
"AT3G47520","BraA06g22630R","BraA06g19050R"
"AT3G47550","BraA06g22660R","BraA06g19030R"
"AT3G47590","BraA06g22670R","BraA06g18990R"
"AT3G47650","BraA01g15430R","BraA06g18890R"
"AT3G47780","BraA01g15460R","BraA06g18820R"
"AT3G47810","BraA06g22750R","BraA06g18790R"
"AT3G47830","BraA01g15470R","BraA06g18760R"
"AT3G47940","BraA01g15490R","BraA06g18680R"
"AT3G47980","BraA01g15520R","BraA06g18630R"
"AT3G48090","BraA01g15560R","BraA06g18580R"
"AT3G48140","BraA06g22870R","BraA06g18550R"
"AT3G48150","BraA01g15600R","BraA06g18540R"
"AT3G48160","BraA01g15610R","BraA06g18530R"
"AT3G48180","BraA06g22900R","BraA01g15620R"
"AT3G48410","BraA06g23040R","BraA06g18310R"
"AT3G48450","BraA06g23070R","BraA01g15750R"
"AT3G48460","BraA06g23080R","BraA06g18230R"
"AT3G48520","BraA06g23160R","BraA06g18180R"
"AT3G48550","BraA01g15820R","BraA06g18160R"
"AT3G48610","BraA01g15870R","BraA06g18110R"
"AT3G48670","BraA06g23210R","BraA06g18090R"
"AT3G48690","BraA06g23220R","BraA01g15890R"
"AT3G48750","BraA01g15980R","BraA06g18020R"
"AT3G48880","BraA01g16030R","BraA06g17950R"
"AT3G48890","BraA06g23350R","BraA06g17940R"
"AT3G48930","BraA01g16090R","BraA06g17920R"
"AT3G49000","BraA06g23370R","BraA06g17810R"
"AT3G49060","BraA06g23400R","BraA06g17740R"
"AT3G49080","BraA06g23410R","BraA06g17700R"
"AT3G49100","BraA06g23420R","BraA06g17690R"
"AT3G49110","BraA01g16150R","BraA06g17670R"
"AT3G49260","BraA06g23560R","BraA06g17510R"
"AT3G49370","BraA06g23610R","BraA06g17390R"
"AT3G49530","BraA06g23680R","BraA06g17300R"
"AT3G49540","BraA06g23690R","BraA06g17280R"
"AT3G49550","BraA06g23700R","BraA01g16490R"
"AT3G49680","BraA01g16590R","BraA06g17150R"
"AT3G50620","BraA03g44240R","BraA09g39940R"
"AT3G50800","BraA03g44330R","BraA09g40150R"
"AT3G50810","BraA03g44340R","BraA09g40180R"
"AT3G50830","BraA03g44350R","BraA09g40200R"
"AT3G50860","BraA03g44360R","BraA09g40240R"
"AT3G50870","BraA03g44370R","BraA09g40250R"
"AT3G50890","BraA03g44380R","BraA09g40270R"
"AT3G51020","BraA03g44480R","BraA09g40500R"
"AT3G51030","BraA03g44490R","BraA09g40510R"
"AT3G51120","BraA03g44540R","BraA09g40580R"
"AT3G51130","BraA03g44550R","BraA09g40590R"
"AT3G51150","BraA03g44560R","BraA09g40600R"
"AT3G51190","BraA03g44580R","BraA09g40640R"
"AT3G51220","BraA03g44590R","BraA09g40660R"
"AT3G51260","BraA03g44610R","BraA09g40700R"
"AT3G51410","BraA03g44690R","BraA09g40840R"
"AT3G51660","BraA03g44780R","BraA09g41100R"
"AT3G51680","BraA03g44810R","BraA09g41120R"
"AT3G51780","BraA03g44860R","BraA09g41220R"
"AT3G51800","BraA03g44870R","BraA09g41240R"
"AT3G51840","BraA04g08330R","BraA09g41250R"
"AT3G51895","BraA03g44910R","BraA09g41280R"
"AT3G51910","BraA03g44940R","BraA04g08260R"
"AT3G51960","BraA04g08220R","BraA09g41360R"
"AT3G52070","BraA04g08200R","BraA09g41460R"
"AT3G52100","BraA03g45010R","BraA09g41500R"
"AT3G52130","BraA03g45030R","BraA09g41540R"
"AT3G52140","BraA04g08100R","BraA09g41550R"
"AT3G52150","BraA04g08090R","BraA09g41560R"
"AT3G52180","BraA04g08080R","BraA09g41570R"
"AT3G52190","BraA04g08070R","BraA09g41580R"
"AT3G52200","BraA04g08050R","BraA09g41590R"
"AT3G52230","BraA04g08030R","BraA09g41620R"
"AT3G52270","BraA03g45090R","BraA09g41650R"
"AT3G52360","BraA04g07970R","BraA09g41720R"
"AT3G52400","BraA03g45160R","BraA04g07930R"
"AT3G52440","BraA03g45220R","BraA09g41760R"
"AT3G52460","BraA03g45240R","BraA09g41780R"
"AT3G52500","BraA03g45270R","BraA04g07860R"
"AT3G52561","BraA04g07790R","BraA09g41880R"
"AT3G52730","BraA04g07660R","BraA09g42010R"
"AT3G52740","BraA04g07650R","BraA09g42020R"
"AT3G52920","BraA07g19470R","BraA09g42240R"
"AT3G52940","BraA07g19490R","BraA04g07490R"
"AT3G52950","BraA07g19500R","BraA09g42270R"
"AT3G52960","BraA04g07480R","BraA09g42280R"
"AT3G53180","BraA07g19550R","BraA09g42430R"
"AT3G53190","BraA07g19560R","BraA09g42450R"
"AT3G53200","BraA07g19570R","BraA09g42460R"
"AT3G53220","BraA07g19580R","BraA04g07160R"
"AT3G53230","BraA07g19590R","BraA09g42470R"
"AT3G53250","BraA07g19620R","BraA09g42500R"
"AT3G53280","BraA07g19680R","BraA09g42560R"
"AT3G53390","BraA04g07100R","BraA09g42630R"
"AT3G53400","BraA04g07090R","BraA09g42650R"
"AT3G53450","BraA07g19720R","BraA04g07070R"
"AT3G53460","BraA07g19750R","BraA09g42700R"
"AT3G53600","BraA07g19870R","BraA04g06870R"
"AT3G53620","BraA04g06840R","BraA09g42880R"
"AT3G53630","BraA04g06830R","BraA09g42890R"
"AT3G53740","BraA07g19920R","BraA09g42960R"
"AT3G53780","BraA04g06750R","BraA09g42990R"
"AT3G53820","BraA04g06730R","BraA09g43050R"
"AT3G53900","BraA07g19960R","BraA09g43100R"
"AT3G53970","BraA07g19990R","BraA09g43120R"
"AT3G54000","BraA07g20010R","BraA09g43140R"
"AT3G54010","BraA07g20020R","BraA04g06610R"
"AT3G54130","BraA04g06530R","BraA09g43260R"
"AT3G54150","BraA04g06500R","BraA09g43290R"
"AT3G54170","BraA07g20110R","BraA09g43300R"
"AT3G54190","BraA04g06480R","BraA09g43310R"
"AT3G54200","BraA07g20120R","BraA09g43320R"
"AT3G54210","BraA07g20130R","BraA09g43330R"
"AT3G54250","BraA04g06400R","BraA09g43360R"
"AT3G54270","BraA04g06370R","BraA09g43370R"
"AT3G54290","BraA04g06360R","BraA09g43390R"
"AT3G54320","BraA07g20150R","BraA09g43420R"
"AT3G54340","BraA04g06340R","BraA09g43430R"
"AT3G54350","BraA07g20160R","BraA04g06320R"
"AT3G54360","BraA07g20170R","BraA09g43440R"
"AT3G54400","BraA04g06300R","BraA09g43460R"
"AT3G54470","BraA07g20190R","BraA04g06270R"
"AT3G54540","BraA04g06170R","BraA09g43570R"
"AT3G54650","BraA04g06110R","BraA09g43640R"
"AT3G54660","BraA04g06100R","BraA09g43650R"
"AT3G54680","BraA07g20240R","BraA09g43670R"
"AT3G54700","BraA04g06060R","BraA09g43690R"
"AT3G54750","BraA04g05940R","BraA09g43750R"
"AT3G54770","BraA04g05920R","BraA09g43760R"
"AT3G54790","BraA04g05900R","BraA09g43770R"
"AT3G54820","BraA07g20300R","BraA09g43810R"
"AT3G54826","BraA07g20310R","BraA09g43820R"
"AT3G54840","BraA04g05860R","BraA09g43850R"
"AT3G54890","BraA07g20320R","BraA09g43900R"
"AT3G54920","BraA07g20340R","BraA09g43960R"
"AT3G54930","BraA07g20350R","BraA09g43970R"
"AT3G54950","BraA07g20360R","BraA09g44000R"
"AT3G55050","BraA04g05700R","BraA09g44120R"
"AT3G55070","BraA04g05690R","BraA09g44130R"
"AT3G55250","BraA04g05560R","BraA09g44250R"
"AT3G55370","BraA04g05400R","BraA09g44330R"
"AT3G55420","BraA04g05370R","BraA09g44370R"
"AT3G55470","BraA04g05280R","BraA09g44440R"
"AT3G55500","BraA04g05270R","BraA09g44500R"
"AT3G55515","BraA04g05250R","BraA09g44530R"
"AT3G55550","BraA07g20500R","BraA04g05240R"
"AT3G55646","BraA04g05170R","BraA09g44640R"
"AT3G55700","BraA07g20540R","BraA09g44670R"
"AT3G55740","BraA04g05040R","BraA09g44710R"
"AT3G55770","BraA04g05030R","BraA09g44720R"
"AT3G55780","BraA07g21270R","BraA09g44730R"
"AT3G55880","BraA07g20590R","BraA09g44810R"
"AT3G55890","BraA07g20600R","BraA09g44820R"
"AT3G55970","BraA04g04980R","BraA09g44870R"
"AT3G55990","BraA07g20620R","BraA09g44890R"
"AT3G56050","BraA04g04910R","BraA09g44940R"
"AT3G56090","BraA07g20630R","BraA09g44980R"
"AT3G56100","BraA07g20640R","BraA04g04870R"
"AT3G56110","BraA07g20650R","BraA09g44990R"
"AT3G56180","BraA07g20670R","BraA04g04840R"
"AT3G56230","BraA07g20720R","BraA09g45080R"
"AT3G56290","BraA07g20760R","BraA09g45170R"
"AT3G56340","BraA07g20770R","BraA04g04710R"
"AT3G56360","BraA04g04700R","BraA09g45230R"
"AT3G56380","BraA04g04690R","BraA09g45250R"
"AT3G56410","BraA07g20800R","BraA09g45270R"
"AT3G56490","BraA07g20840R","BraA04g04640R"
"AT3G56580","BraA04g04600R","BraA09g45400R"
"AT3G56800","BraA04g04480R","BraA09g45570R"
"AT3G56880","BraA04g04460R","BraA09g45690R"
"AT3G56891","BraA04g04450R","BraA09g45700R"
"AT3G56910","BraA07g20940R","BraA04g04440R"
"AT3G56950","BraA04g04430R","BraA09g45780R"
"AT3G56990","BraA07g21030R","BraA09g45850R"
"AT3G57040","BraA07g21050R","BraA04g04210R"
"AT3G57060","BraA04g04190R","BraA09g45910R"
"AT3G57070","BraA04g04180R","BraA09g45930R"
"AT3G57220","BraA04g04160R","BraA09g46070R"
"AT3G57280","BraA07g21210R","BraA04g04050R"
"AT3G57300","BraA04g04020R","BraA09g46110R"
"AT3G57330","BraA07g21230R","BraA09g46120R"
"AT3G57360","BraA04g04010R","BraA09g46150R"
"AT3G57450","BraA07g21290R","BraA04g03920R"
"AT3G57470","BraA04g03910R","BraA09g46240R"
"AT3G57480","BraA07g21300R","BraA09g46250R"
"AT3G57530","BraA07g21330R","BraA09g46290R"
"AT3G57560","BraA04g03880R","BraA09g46320R"
"AT3G57600","BraA04g03860R","BraA09g46350R"
"AT3G57660","BraA07g21430R","BraA09g46390R"
"AT3G57690","BraA07g21460R","BraA04g03810R"
"AT3G57720","BraA04g03730R","BraA09g46420R"
"AT3G57930","BraA07g21550R","BraA04g03650R"
"AT3G57950","BraA04g03640R","BraA09g46580R"
"AT3G58000","BraA04g03610R","BraA09g46620R"
"AT3G58030","BraA07g21620R","BraA09g46640R"
"AT3G58070","BraA07g21650R","BraA09g46670R"
"AT3G58100","BraA07g21680R","BraA09g46680R"
"AT3G58120","BraA07g21700R","BraA09g46690R"
"AT3G58160","BraA07g21730R","BraA04g03530R"
"AT3G58190","BraA04g03520R","BraA09g46740R"
"AT3G58230","BraA07g21760R","BraA04g03480R"
"AT3G58410","BraA04g03460R","BraA09g46800R"
"AT3G58450","BraA07g21870R","BraA09g46810R"
"AT3G58550","BraA07g21910R","BraA04g03400R"
"AT3G58600","BraA04g03360R","BraA09g46890R"
"AT3G58630","BraA07g21950R","BraA09g46930R"
"AT3G58670","BraA04g03330R","BraA09g46960R"
"AT3G58680","BraA04g03320R","BraA09g46970R"
"AT3G58700","BraA04g03310R","BraA09g46990R"
"AT3G58760","BraA04g03250R","BraA09g47060R"
"AT3G58850","BraA04g03230R","BraA09g47100R"
"AT3G59020","BraA07g22110R","BraA04g03180R"
"AT3G59470","BraA04g03090R","BraA09g47380R"
"AT3G59540","BraA07g22310R","BraA04g03040R"
"AT3G59600","BraA04g03010R","BraA09g47530R"
"AT3G59670","BraA07g22350R","BraA09g47610R"
"AT3G59710","BraA07g22370R","BraA09g47640R"
"AT3G59770","BraA07g22390R","BraA09g47650R"
"AT3G59800","BraA04g02880R","BraA09g47690R"
"AT3G59810","BraA07g22420R","BraA04g02870R"
"AT3G59900","BraA07g22440R","BraA09g47800R"
"AT3G59960","BraA07g22460R","BraA09g47870R"
"AT3G60050","BraA04g02740R","BraA09g47920R"
"AT3G60110","BraA04g02690R","BraA09g47950R"
