CHR,STAR,END,STRAND,BRA,Ath_ortho,Copies,BLK,B.oleracea_ortho,NonSynt_Pattern
A04,666170,671801,-,BraA04g01960R,AT3G61380,3,N,Bo4g101410,
A04,668921,669439,NS,BraA04g01970R,AT3G61360,3,N,NA,
A04,672652,675261,-,BraA04g01980R,AT3G61300,4,N,Bo4g101450,
A04,675002,677938,-,BraA04g01990R,AT3G61300,4,N,Bo4g101450,
A04,678307,680270,-,BraA04g02000R,AT3G61290,2,N,Bo8g095820,
A04,681691,683012,-,BraA04g02010R,AT3G61250,3,N,Bo4g101460,
A04,691292,692174,+,BraA04g02020R,AT3G61230,2,N,Bo6g077560,
A04,692180,694320,-,BraA04g02030R,AT3G61220,2,N,Bo8g095770,
A04,694796,695872,+,BraA04g02040R,AT3G61200,1,N,Bo4g101490,
A04,724650,725261,+,BraA04g02050R,AT3G61190,2,N,NA,
A04,733712,734272,NS,BraA04g02060R,NS,0,N,NA,
A04,735851,736628,+,BraA04g02070R,NA,0,N,Bo4g101530,
A04,741309,743152,-,BraA04g02080R,AT3G61130,5,N,Bo9g151500,
A04,741559,746372,-,BraA04g02090R,AT3G61130,5,N,Bo9g151500,
A04,747527,749565,+,BraA04g02100R,AT3G61120,1,N,Bo4g102530,
A04,750455,751985,+,BraA04g02110R,AT3G61070,1,N,Bo6g077410,
A04,751981,754181,-,BraA04g02120R,AT3G61060,1,N,Bo4g102540,
A04,756049,759038,-,BraA04g02130R,AT3G61050,3,N,Bo4g102550,
A04,782873,795245,+,BraA04g02170R,AT3G60920,2,N,Bo4g102590,
A04,800601,807809,+,BraA04g02180R,AT3G60890,1,N,Bo1g078720,
A04,808147,816989,-,BraA04g02190R,AT3G60860,1,N,Bo4g103610,
A04,819014,822672,+,BraA04g02200R,AT3G60840,1,N,Bo4g103630,
A04,823201,824654,+,BraA04g02210R,AT3G60820,4,N,Bo4g103660,
A04,824909,826911,+,BraA04g02220R,AT3G60800,3,N,Bo4g103670,
A04,827412,836529,-,BraA04g02230R,NA,0,N,Bo8g095530,
A04,839560,840470,NS,BraA04g02240R,NS,0,N,NA,
A04,848908,851103,-,BraA04g02250R,NA,0,N,Bo8g095530,
A04,851108,851392,-,BraA04g02260R,NA,0,N,Bo8g095530,
A04,861328,862499,+,BraA04g02270R,AT3G60770,4,N,Bo8g095490,
A04,863002,866701,-,BraA04g02280R,AT3G60750,3,N,Bo4g104820,
A04,868027,874020,+,BraA04g02290R,AT3G60740,1,N,Bo4g104830,
A04,875420,876136,+,BraA04g02300R,NA,0,N,Bo4g029780,
A04,879385,881794,-,BraA04g02320R,AT3G60720,2,N,Bo4g104840,
A04,886078,886590,-,BraA04g02330R,AT3G60690,2,N,Bo4g104850,
A04,891407,891940,NS,BraA04g02340R,NS,0,N,NA,
A04,896876,899064,+,BraA04g02350R,AT3G60670,2,N,Bo4g104880,
A04,910194,911245,-,BraA04g02360R,AT3G60650,2,N,NA,
A04,918819,920474,+,BraA04g02370R,AT3G60630,1,N,Bo4g104900,
A04,922152,925647,-,BraA04g02380R,AT3G60600,2,N,Bo4g104920,
A04,931120,932041,-,BraA04g02390R,AT3G60580,4,N,Bo8g095300,
A04,932062,932340,-,BraA04g02400R,AT3G60580,4,N,Bo8g095300,
A04,934978,935823,NS,BraA04g02410R,NS,0,N,Bo6g051500,
A04,939865,941415,-,BraA04g02420R,AT3G60570,2,N,Bo4g104950,
A04,942935,944242,NS,BraA04g02430R,NS,0,N,Bo4g104960,
A04,954854,955470,NS,BraA04g02440R,NS,0,N,Bo4g107930,
A04,955499,966741,NS,BraA04g02450R,NS,0,N,Bo4g107930,
A04,985154,986615,-,BraA04g02460R,AT3G60450,2,N,Bo4g104970,
A04,997777,1004893,-,BraA04g02470R,AT3G60440,2,N,Bo6g076900,
A04,1007277,1008575,NS,BraA04g02480R,AT3G60380,3,N,NA,
A04,1009256,1010931,+,BraA04g02490R,AT3G60370,1,N,Bo4g105020,
A04,1011361,1013225,+,BraA04g02500R,AT3G60360,2,N,Bo4g105030,
A04,1014048,1018359,+,BraA04g02510R,AT3G60350,2,N,Bo4g105040,
A04,1019784,1020023,NS,BraA04g02520R,NS,0,N,NA,
A04,1023667,1028910,-,BraA04g02530R,AT3G60330,2,N,Bo4g105070,
A04,1031649,1036385,+,BraA04g02540R,AT3G60320,4,N,Bo4g105080,
A04,1033980,1037527,+,BraA04g02550R,AT3G60320,4,N,Bo4g105080,
A04,1038151,1040086,-,BraA04g02560R,AT3G60300,1,N,Bo4g105100,
A04,1041241,1043089,-,BraA04g02570R,AT3G60290,1,N,Bo4g105110,
A04,1046955,1048409,+,BraA04g02580R,AT3G60280,2,N,Bo4g105120,
A04,1048195,1051612,-,BraA04g02590R,AT3G60260,2,N,Bo8g095050,
A04,1053936,1054867,-,BraA04g02600R,AT3G60245,3,N,Bo6g076860,
A04,1056888,1063386,NS,BraA04g02620R,AT3G60240,1,N,Bo4g105180,
A04,1069121,1070558,-,BraA04g02630R,AT3G60200,2,N,NA,
A04,1072250,1076062,+,BraA04g02640R,AT3G60190,2,N,Bo4g105200,
A04,1079246,1079497,+,BraA04g02650R,NA,0,N,NA,
A04,1083473,1084488,-,BraA04g02670R,AT3G60150,1,N,Bo4g106210,
A04,1092843,1111505,-,BraA04g02680R,AT3G60140,3,N,Bo4g106230,
A04,1115461,1118287,-,BraA04g02690R,AT3G60110,2,N,Bo8g094870,
A04,1119098,1119810,NS,BraA04g02700R,NS,0,N,NA,
A04,1121110,1124899,-,BraA04g02710R,AT3G60100,1,N,Bo4g106320,
A04,1126041,1126481,-,BraA04g02720R,AT3G60090,3,N,Bo4g106330,
A04,1133227,1136661,+,BraA04g02730R,AT3G60070,1,N,Bo4g106350,
A04,1138552,1139877,+,BraA04g02740R,AT3G60050,2,N,Bo4g106360,
A04,1166170,1166649,+,BraA04g02760R,NA,0,N,Bo4g106400,
A04,1171370,1173579,+,BraA04g02770R,AT3G59990,2,N,Bo8g094670,
A04,1174000,1174372,NS,BraA04g02780R,NS,0,N,NA,
A04,1176149,1176565,NS,BraA04g02790R,NS,0,N,NA,
A04,1185527,1185865,+,BraA04g02810R,NA,0,N,Bo4g106400,
A04,1185910,1187213,+,BraA04g02820R,AT3G60010,2,N,Bo4g106400,
A04,1190727,1192936,+,BraA04g02830R,AT3G59990,2,N,Bo8g094670,
A04,1199225,1202114,+,BraA04g02840R,AT3G59950,1,N,Bo4g106460,
A04,1202697,1205963,-,BraA04g02850R,AT3G59920,4,N,Bo4g106480,
A04,1206721,1210825,+,BraA04g02860R,AT3G59820,3,N,Bo4g106490,
A04,1210362,1211649,-,BraA04g02870R,AT3G59810,2,N,Bo6g076690,
A04,1211630,1214028,+,BraA04g02880R,AT3G59800,2,N,Bo1g002140,
A04,1214035,1228135,-,BraA04g02890R,AT3G59790,4,N,Bo4g106510,
A04,1225062,1225479,NS,BraA04g02900R,NS,0,N,Bo6g076670,
A04,1235293,1238695,+,BraA04g02910R,AT3G59760,1,N,Bo4g107560,
A04,1242515,1243199,NS,BraA04g02920R,NS,0,N,Bo7g080820,
A04,1243268,1247686,NS,BraA04g02930R,NS,0,N,Bo5g098310,
A04,1251501,1252293,NS,BraA04g02940R,NS,0,N,NA,
A04,1258630,1260366,NS,BraA04g02950R,NS,0,N,NA,
A04,1260931,1262907,-,BraA04g02960R,AT3G59700,2,N,Bo4g107620,
A04,1266007,1266381,NS,BraA04g02970R,NS,0,N,NA,
A04,1269891,1279885,+,BraA04g02980R,AT3G59700,2,N,Bo4g107620,
A04,1284278,1285423,-,BraA04g02990R,AT3G59610,4,N,Bo6g120080,
A04,1285466,1285813,-,BraA04g03000R,AT3G59610,4,N,Bo6g114390,
A04,1295046,1296581,-,BraA04g03010R,AT3G59600,2,N,Bo8g094400,
A04,1306574,1307466,NS,BraA04g03030R,NS,0,N,Bo4g107650,
A04,1308796,1310180,+,BraA04g03040R,AT3G59540,2,N,Bo4g107860,
A04,1320447,1321694,+,BraA04g03050R,AT3G59510,4,N,Bo4g107880,
A04,1320759,1322853,+,BraA04g03060R,AT3G59510,4,N,Bo4g107880,
A04,1323542,1325964,-,BraA04g03070R,AT3G59480,4,N,Bo8g093290,
A04,1324919,1326806,-,BraA04g03080R,AT3G59480,4,N,Bo8g093290,
A04,1329744,1330860,NS,BraA04g03090R,AT3G59470,2,N,NA,
A04,1339102,1344601,-,BraA04g03100R,AT3G59350,5,N,Bo8g093210,
A04,1342836,1345988,-,BraA04g03110R,AT3G59350,5,N,Bo8g093210,
A04,1346449,1348746,+,BraA04g03120R,AT3G59340,1,N,Bo4g107920,
A04,1362808,1364822,NS,BraA04g03130R,NS,0,N,Bo4g092710,
A04,1375813,1378393,-,BraA04g03150R,AT3G59220,3,N,Bo4g107950,
A04,1376953,1378982,-,BraA04g03160R,AT3G59220,3,N,Bo4g107950,
A04,1381241,1383511,-,BraA04g03170R,AT3G59150,1,N,NA,
A04,1393703,1400515,+,BraA04g03180R,AT3G59020,2,N,Bo4g108080,
A04,1415429,1416620,+,BraA04g03190R,AT3G59010,4,N,Bo4g108130,
A04,1415860,1419003,+,BraA04g03200R,AT3G59010,4,N,Bo4g108130,
A04,1416808,1417493,+,BraA04g03210R,AT3G59010,4,N,Bo4g108130,
A04,1418997,1419287,NS,BraA04g03220R,NS,0,N,NA,
A04,1430050,1430400,+,BraA04g03230R,AT3G58850,2,N,NA,
A04,1440519,1444432,-,BraA04g03240R,AT3G58780,1,N,Bo4g108190,
A04,1451045,1454496,-,BraA04g03250R,AT3G58760,2,N,Bo4g108200,
A04,1465110,1470645,+,BraA04g03260R,AT3G58750,4,N,Bo4g108210,
A04,1471655,1472292,NS,BraA04g03270R,NS,0,N,NA,
A04,1472888,1473348,NS,BraA04g03280R,NS,0,N,Bo2g079090,
A04,1473425,1476973,+,BraA04g03290R,AT3G58730,3,N,Bo2g079090,
A04,1478476,1480438,-,BraA04g03300R,AT3G58710,3,N,Bo4g108250,
A04,1492946,1494037,-,BraA04g03310R,AT3G58700,2,N,Bo8g092830,
A04,1494748,1496156,-,BraA04g03320R,AT3G58680,2,N,Bo4g108270,
A04,1496673,1500872,+,BraA04g03330R,AT3G58670,2,N,Bo4g108290,
A04,1499659,1500846,-,BraA04g03340R,AT3G58660,3,N,Bo4g108290,
A04,1502505,1506066,-,BraA04g03350R,AT3G58610,3,N,Bo4g108320,
A04,1507309,1509514,+,BraA04g03360R,AT3G58600,2,N,Bo4g108330,
A04,1510535,1512745,-,BraA04g03370R,AT3G58590,1,N,Bo4g108340,
A04,1525985,1528815,+,BraA04g03380R,AT3G58580,3,N,Bo4g108350,
A04,1528215,1532616,+,BraA04g03390R,AT3G58580,3,N,Bo4g108350,
A04,1532986,1535093,+,BraA04g03400R,AT3G58550,1,N,Bo6g074900,
A04,1535602,1539116,+,BraA04g03410R,AT3G58500,3,N,Bo4g108370,
A04,1540077,1543067,-,BraA04g03420R,AT3G58480,1,N,Bo3g170960,
A04,1550963,1551400,NS,BraA04g03430R,NS,0,N,NA,
A04,1556611,1556994,NS,BraA04g03440R,NS,0,N,NA,
A04,1559716,1569740,+,BraA04g03460R,AT3G58410,2,N,Bo4g108500,
A04,1570952,1589179,+,BraA04g03470R,AT3G58360,1,N,Bo4g108500,
A04,1589432,1589963,+,BraA04g03480R,AT3G58230,2,N,Bo4g108540,
A04,1594494,1596990,NS,BraA04g03500R,NS,0,N,NA,
A04,1616159,1618947,NS,BraA04g03510R,NS,0,N,NA,
A04,1627994,1628934,+,BraA04g03520R,AT3G58190,2,N,Bo4g108600,
A04,1630266,1637186,-,BraA04g03530R,AT3G58160,2,N,Bo4g108610,
A04,1638890,1640122,+,BraA04g03540R,AT3G58150,1,N,Bo4g108620,
A04,1645883,1649251,+,BraA04g03560R,AT3G58090,1,N,Bo4g108680,
A04,1661237,1663872,+,BraA04g03570R,AT3G58060,3,N,Bo00895s030,
A04,1664484,1669955,-,BraA04g03580R,AT3G58040,3,N,Bo00895s040,
A04,1677166,1678926,+,BraA04g03600R,AT3G58010,1,N,Bo00895s060,
A04,1679331,1679864,-,BraA04g03610R,AT3G58000,2,N,Bo00895s070,
A04,1683163,1685963,+,BraA04g03620R,AT3G57990,3,N,Bo00895s100,
A04,1683176,1684216,+,BraA04g03630R,AT3G57990,3,N,NA,
A04,1692060,1692602,-,BraA04g03640R,AT3G57950,2,N,Bo8g092330,
A04,1700732,1702185,+,BraA04g03650R,AT3G57930,2,N,NA,
A04,1703488,1711120,-,BraA04g03670R,AT3G57890,3,N,Bo4g109720,
A04,1715346,1718808,+,BraA04g03680R,AT3G57880,4,N,Bo4g109730,
A04,1719429,1721331,+,BraA04g03690R,AT3G57870,4,N,Bo4g109740,
A04,1727836,1732064,+,BraA04g03700R,AT3G57800,3,N,Bo8g092230,
A04,1737123,1737440,+,BraA04g03710R,AT3G57770,4,N,Bo4g125700,
A04,1738041,1738790,+,BraA04g03720R,AT3G57770,4,N,Bo4g125700,
A04,1740621,1752104,+,BraA04g03730R,AT3G57720,2,N,Bo4g109890,
A04,1744609,1745354,+,BraA04g03740R,AT3G57770,4,N,Bo4g125700,
A04,1745581,1746378,+,BraA04g03750R,NA,0,N,Bo4g109790,
A04,1747071,1748259,+,BraA04g03760R,NA,0,N,Bo4g109790,
A04,1748424,1748943,+,BraA04g03770R,NA,0,N,Bo4g109890,
A04,1752128,1753147,+,BraA04g03780R,NA,0,N,Bo4g110950,
A04,1753893,1757486,-,BraA04g03790R,AT3G57700,4,N,Bo8g092190,
A04,1756365,1757381,-,BraA04g03800R,AT3G57700,4,N,Bo8g092190,
A04,1758450,1758635,-,BraA04g03810R,AT3G57690,2,N,NA,
A04,1778943,1781559,-,BraA04g03820R,AT3G57670,3,N,Bo4g111000,
A04,1800232,1803660,NS,BraA04g03830R,NS,0,N,NA,
A04,1812564,1815711,-,BraA04g03840R,AT3G57650,4,N,Bo8g092050,
A04,1818554,1820932,+,BraA04g03850R,AT3G57610,3,N,Bo4g111030,
A04,1821575,1822354,-,BraA04g03860R,AT3G57600,2,N,Bo4g111040,
A04,1833267,1837975,-,BraA04g03870R,AT3G57550,3,N,Bo4g111060,
A04,1833407,1834441,+,BraA04g03880R,AT3G57560,2,N,Bo4g111050,
A04,1842680,1844440,NS,BraA04g03890R,AT3G57510,3,N,NA,
A04,1850085,1850378,-,BraA04g03900R,AT3G57500,3,N,NA,
A04,1854679,1861416,+,BraA04g03910R,AT3G57470,2,N,Bo4g111160,
A04,1861583,1861876,-,BraA04g03920R,AT3G57450,2,N,NA,
A04,1863976,1865566,NS,BraA04g03930R,NS,0,N,NA,
A04,1868786,1869750,NS,BraA04g03940R,NS,0,N,NA,
A04,1875413,1876590,NS,BraA04g03950R,NS,0,N,NA,
A04,1879620,1884207,NS,BraA04g03960R,NS,0,N,NA,
A04,1888926,1896796,-,BraA04g03970R,AT3G57400,2,N,NA,
A04,1900841,1903084,-,BraA04g03980R,AT3G57390,3,N,Bo4g111230,
A04,1910837,1911787,NS,BraA04g03990R,NS,0,N,NA,
A04,1914243,1914845,NS,BraA04g04000R,NS,0,N,NA,
A04,1916789,1918585,NS,BraA04g04010R,AT3G57360,2,N,Bo4g111250,
A04,1918119,1927148,-,BraA04g04020R,AT3G57300,2,N,Bo8g091720,
A04,1930207,1930629,NS,BraA04g04030R,NS,0,N,NA,
A04,1930920,1934367,+,BraA04g04040R,AT3G57290,3,N,Bo4g111270,
A04,1934597,1935489,-,BraA04g04050R,AT3G57280,2,N,Bo8g091690,
A04,1943238,1944076,+,BraA04g04060R,NA,0,N,NA,
A04,1948970,1950466,+,BraA04g04070R,NA,0,N,Bo4g111320,
A04,1969314,1970802,+,BraA04g04080R,NA,0,N,Bo4g111320,
A04,1980192,1980570,NS,BraA04g04090R,NS,0,N,NA,
A04,1982715,1990312,+,BraA04g04100R,NA,0,N,Bo4g111320,
A04,1990332,1990966,+,BraA04g04110R,NA,0,N,Bo4g111320,
A04,1990969,1992807,NS,BraA04g04120R,NS,0,N,Bo1g084630,
A04,2002164,2003282,+,BraA04g04130R,NA,0,N,Bo4g111320,
A04,2015039,2025890,+,BraA04g04150R,NA,0,N,Bo4g111320,
A04,2026371,2029627,-,BraA04g04160R,AT3G57220,2,N,Bo4g111470,
A04,2042403,2044204,+,BraA04g04170R,NA,0,N,Bo4g111490,
A04,2057028,2058209,-,BraA04g04180R,AT3G57070,2,N,Bo4g111500,
A04,2059359,2065779,+,BraA04g04190R,AT3G57060,2,N,Bo4g111520,
A04,2065853,2068946,+,BraA04g04200R,AT3G57050,4,N,Bo8g091420,
A04,2069421,2071290,-,BraA04g04210R,AT3G57040,2,N,Bo4g111530,
A04,2079588,2079957,NS,BraA04g04220R,NS,0,N,Bo7g064740,
A04,2080137,2081108,NS,BraA04g04230R,NS,0,N,Bo7g064740,
A04,2086504,2090071,+,BraA04g04240R,AT3G57030,3,N,Bo8g091390,
A04,2094168,2095422,+,BraA04g04250R,AT3G57030,3,N,Bo8g091390,
A04,2095863,2097829,+,BraA04g04260R,AT3G57010,2,N,Bo00866s020,
A04,2100088,2115917,+,BraA04g04270R,AT3G57020,6,N,Bo00866s060,
A04,2117517,2118434,+,BraA04g04280R,NA,0,N,Bo4g013150,
A04,2126872,2127862,NS,BraA04g04310R,AT3G57010,2,N,NA,
A04,2134633,2135406,NS,BraA04g04320R,NS,0,N,NA,
A04,2136858,2137151,NS,BraA04g04330R,NS,0,N,Bo6g010850,
A04,2137170,2138521,NS,BraA04g04340R,NS,0,N,Bo6g010850,
A04,2140058,2141243,+,BraA04g04350R,AT3G57020,6,N,Bo00866s060,
A04,2141257,2153699,+,BraA04g04360R,AT3G57020,6,N,Bo00866s060,
A04,2155762,2156963,NS,BraA04g04370R,NS,0,N,Bo4g013070,
A04,2167577,2167981,NS,BraA04g04380R,NS,0,N,NA,
A04,2169214,2171136,+,BraA04g04390R,NA,0,N,Bo4g112600,
A04,2176149,2178107,+,BraA04g04400R,NA,0,N,Bo4g112600,
A04,2178713,2179989,+,BraA04g04410R,NA,0,N,Bo4g112600,
A04,2180039,2183372,-,BraA04g04420R,AT3G56960,3,N,Bo4g112610,
A04,2185126,2187201,+,BraA04g04430R,AT3G56950,2,N,Bo4g112640,
A04,2187631,2188572,+,BraA04g04440R,AT3G56910,2,N,NA,
A04,2190881,2191608,+,BraA04g04450R,AT3G56891,2,N,Bo8g091210,
A04,2193677,2194378,-,BraA04g04460R,AT3G56880,2,N,Bo4g112670,
A04,2205210,2207520,+,BraA04g04470R,AT3G56810,3,N,NA,
A04,2209702,2211369,+,BraA04g04480R,AT3G56800,2,N,Bo3g127520,
A04,2211744,2213342,+,BraA04g04490R,AT3G56770,1,N,Bo4g112750,
A04,2231116,2234849,+,BraA04g04500R,AT3G56760,1,N,Bo8g079960,
A04,2240780,2241662,+,BraA04g04510R,AT3G56710,3,N,Bo4g112780,
A04,2244022,2244507,+,BraA04g04520R,AT3G56710,3,N,Bo4g112780,
A04,2251410,2258486,+,BraA04g04530R,AT3G56700,6,N,Bo4g112830,
A04,2263584,2265628,-,BraA04g04540R,AT3G56680,1,N,Bo01023s050,
A04,2273616,2275135,NS,BraA04g04550R,AT3G56660,1,N,Bo4g112860,
A04,2274818,2277778,-,BraA04g04560R,AT3G56650,1,N,Bo4g112870,
A04,2291681,2294871,+,BraA04g04570R,AT3G56620,3,N,Bo4g112900,
A04,2295378,2296368,-,BraA04g04580R,AT3G56590,3,N,Bo4g112920,
A04,2295935,2298881,-,BraA04g04590R,AT3G56590,3,N,NA,
A04,2300356,2303675,-,BraA04g04600R,AT3G56580,2,N,Bo4g112960,
A04,2310176,2315388,+,BraA04g04610R,AT3G56530,1,N,NA,
A04,2317289,2317483,NS,BraA04g04620R,NS,0,N,NA,
A04,2318154,2318486,-,BraA04g04630R,AT3G56500,3,N,NA,
A04,2319191,2320604,-,BraA04g04640R,AT3G56490,2,N,Bo4g113030,
A04,2323043,2324554,+,BraA04g04650R,AT3G56420,3,N,Bo4g113040,
A04,2334045,2335836,+,BraA04g04660R,AT3G56400,3,N,Bo00913s010,
A04,2344951,2346500,-,BraA04g04670R,AT3G56390,1,N,Bo4g114050,
A04,2352305,2353303,NS,BraA04g04680R,NS,0,N,NA,
A04,2353669,2354448,-,BraA04g04690R,AT3G56380,2,N,Bo4g114060,
A04,2363940,2365013,-,BraA04g04700R,AT3G56360,2,N,NA,
A04,2365510,2366778,+,BraA04g04710R,AT3G56340,2,N,Bo4g114110,
A04,2380875,2384721,+,BraA04g04720R,AT3G56320,3,N,Bo4g114150,
A04,2390930,2391820,NS,BraA04g04730R,NS,0,N,NA,
A04,2391862,2392159,NS,BraA04g04740R,NS,0,N,NA,
A04,2399070,2399942,NS,BraA04g04750R,NS,0,N,Bo4g114190,
A04,2402104,2403290,NS,BraA04g04760R,NS,0,N,Bo3g107850,
A04,2410223,2411656,+,BraA04g04770R,AT3G56240,3,N,Bo4g115290,
A04,2412932,2413694,NS,BraA04g04780R,NS,0,N,Bo4g126960,
A04,2419132,2420875,-,BraA04g04790R,AT3G56220,3,N,NA,
A04,2433009,2434092,NS,BraA04g04800R,NS,0,N,NA,
A04,2434143,2438422,-,BraA04g04810R,NA,0,N,Bo5g155110,
A04,2445450,2449040,+,BraA04g04820R,AT3G56190,3,N,Bo4g114270,
A04,2450751,2451489,NS,BraA04g04830R,NS,0,N,NA,
A04,2451705,2452659,-,BraA04g04840R,AT3G56180,2,N,Bo4g114250,
A04,2454827,2455698,NS,BraA04g04850R,NS,0,N,Bo00982s020,
A04,2483339,2486115,+,BraA04g04870R,AT3G56100,2,N,Bo4g115340,
A04,2491235,2493941,+,BraA04g04890R,AT3G56080,1,N,Bo4g115360,
A04,2494357,2495520,NS,BraA04g04900R,NS,0,N,NA,
A04,2502083,2504808,+,BraA04g04910R,AT3G56050,2,N,Bo4g115370,
A04,2514876,2516147,NS,BraA04g04930R,NS,0,N,Bo27451s010,
A04,2518963,2519616,NS,BraA04g04940R,NS,0,N,NA,
A04,2519688,2520304,NS,BraA04g04950R,NS,0,N,NA,
A04,2522361,2523145,NS,BraA04g04960R,NS,0,N,NA,
A04,2526710,2527862,NS,BraA04g04970R,NS,0,N,NA,
A04,2538411,2544171,+,BraA04g04980R,AT3G55970,2,N,Bo4g115410,
A04,2546997,2550058,NS,BraA04g04990R,NS,0,N,Bo4g119640,
A04,2551390,2554847,+,BraA04g05000R,AT3G55850,1,N,Bo4g115430,
A04,2554980,2555274,NS,BraA04g05010R,NS,0,N,NA,
A04,2555458,2557650,-,BraA04g05020R,AT3G55800,3,N,Bo4g115460,
A04,2558248,2562148,-,BraA04g05030R,AT3G55770,2,N,Bo4g115470,
A04,2567379,2570020,-,BraA04g05040R,AT3G55740,2,N,Bo4g115480,
A04,2582556,2583648,NS,BraA04g05050R,NS,0,N,Bo6g015590,
A04,2593970,2594754,NS,BraA04g05060R,NS,0,N,Bo4g118510,
A04,2595463,2597149,NS,BraA04g05070R,NS,0,N,NA,
A04,2596248,2600572,NS,BraA04g05080R,NS,0,N,NA,
A04,2616030,2617130,NS,BraA04g05090R,NS,0,N,Bo4g013070,
A04,2618387,2622785,NS,BraA04g05100R,NS,0,N,Bo4g013070,
A04,2644531,2645063,NS,BraA04g05110R,NS,0,N,NA,
A04,2648698,2650727,-,BraA04g05120R,AT3G55720,5,N,Bo4g115500,
A04,2662831,2665823,NS,BraA04g05130R,NS,0,N,NA,
A04,2663776,2665591,NS,BraA04g05140R,NS,0,N,NA,
A04,2667353,2668014,NS,BraA04g05150R,NS,0,N,NA,
A04,2670689,2671201,-,BraA04g05160R,AT3G55254,3,N,Bo8g058230,
A04,2676717,2679670,-,BraA04g05170R,AT3G55646,2,N,NA,
A04,2689843,2697598,-,BraA04g05180R,AT3G55620,2,N,Bo4g115530,
A04,2714719,2720154,+,BraA04g05190R,AT3G55610,3,N,Bo4g115560,
A04,2718310,2720929,+,BraA04g05200R,AT3G55610,3,N,Bo4g115560,
A04,2721836,2722122,NS,BraA04g05210R,NS,0,N,Bo4g115580,
A04,2728394,2728669,+,BraA04g05220R,AT3G55570,1,N,NA,
A04,2736934,2740040,+,BraA04g05230R,AT3G55560,3,N,Bo4g116590,
A04,2744888,2746933,+,BraA04g05240R,AT3G55550,2,N,Bo4g116630,
A04,2750052,2750318,-,BraA04g05250R,AT3G55515,2,N,Bo4g116640,
A04,2769770,2770371,NS,BraA04g05260R,NS,0,N,NA,
A04,2775102,2776659,+,BraA04g05270R,AT3G55500,2,N,Bo4g116670,
A04,2777686,2779577,-,BraA04g05280R,AT3G55470,2,N,Bo4g116680,
A04,2779881,2782365,-,BraA04g05290R,AT3G55460,1,N,Bo4g116690,
A04,2785898,2788266,-,BraA04g05300R,AT3G55450,3,N,Bo4g116700,
A04,2792169,2794747,-,BraA04g05310R,AT3G55440,5,N,Bo4g116710,
A04,2796228,2798102,-,BraA04g05320R,AT3G55440,5,N,Bo4g116720,
A04,2803186,2805717,-,BraA04g05330R,AT3G55440,5,N,Bo4g116720,
A04,2811308,2812507,NS,BraA04g05340R,NS,0,N,Bo6g043740,
A04,2812819,2813700,NS,BraA04g05350R,NS,0,N,Bo6g043740,
A04,2815185,2817390,+,BraA04g05360R,AT3G55430,4,N,Bo4g116730,
A04,2824275,2824940,-,BraA04g05370R,AT3G55420,2,N,NA,
A04,2828660,2832740,+,BraA04g05380R,AT3G55400,3,N,Bo4g116760,
A04,2837831,2839271,-,BraA04g05390R,AT3G55380,3,N,Bo4g116780,
A04,2852263,2854757,-,BraA04g05400R,AT3G55370,2,N,Bo4g116790,
A04,2860853,2863605,NS,BraA04g05410R,NS,0,N,Bo2g088810,
A04,2871537,2872329,NS,BraA04g05420R,AT3G55350,1,N,Bo4g116810,
A04,2878489,2879127,NS,BraA04g05430R,NS,0,N,NA,
A04,2883974,2884548,NS,BraA04g05440R,NS,0,N,NA,
A04,2886082,2888097,+,BraA04g05450R,NA,0,N,Bo3g034890,
A04,2905419,2907389,+,BraA04g05460R,AT3G55330,1,N,Bo4g116870,
A04,2909877,2917644,+,BraA04g05470R,AT3G55320,2,N,Bo4g116880,
A04,2914915,2917734,+,BraA04g05480R,AT3G55320,2,N,Bo4g116880,
A04,2919750,2920408,-,BraA04g05490R,AT3G55290,6,N,Bo4g116900,
A04,2921926,2922638,-,BraA04g05500R,AT3G55280,2,N,Bo8g089590,
A04,2929447,2930289,-,BraA04g05510R,AT3G55290,6,N,Bo4g116890,
A04,2933214,2934311,NS,BraA04g05520R,NS,0,N,NA,
A04,2948749,2950462,-,BraA04g05530R,AT3G55280,2,N,Bo4g116910,
A04,2951408,2955090,-,BraA04g05540R,AT3G55270,1,N,Bo4g116920,
A04,2957718,2961678,-,BraA04g05550R,AT3G55260,1,N,Bo4g116950,
A04,2962232,2963631,-,BraA04g05560R,AT3G55250,2,N,NA,
A04,2978575,2979293,+,BraA04g05570R,AT3G55240,3,N,Bo4g116980,
A04,2980259,2981196,-,BraA04g05580R,AT3G55230,3,N,Bo4g117020,
A04,2983779,2986392,-,BraA04g05590R,AT3G55190,2,N,Bo4g117030,
A04,2992609,2994507,+,BraA04g05600R,AT3G55150,3,N,Bo8g089490,
A04,2994725,2996275,-,BraA04g05610R,AT3G55140,2,N,Bo4g117040,
A04,3004506,3006016,+,BraA04g05620R,NA,0,N,Bo4g117050,
A04,3006025,3006864,+,BraA04g05630R,NA,0,N,Bo4g117050,
A04,3010619,3011036,NS,BraA04g05640R,NS,0,N,NA,
A04,3028763,3030244,+,BraA04g05650R,NA,0,N,Bo4g117050,
A04,3030269,3030889,+,BraA04g05660R,NA,0,N,Bo4g117050,
A04,3042401,3047232,+,BraA04g05670R,AT3G55110,3,N,Bo4g117130,
A04,3047245,3053565,+,BraA04g05680R,AT3G55100,1,N,Bo4g117160,
